,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
CLU-N86-H6N5S2F1,24.64785807,25.37013791,25.3902276,24.182255,26.90697225,26.6670464,22.43134382,25.38550994,26.51842188,27.51324781,25.44679334,22.64238871,25.64475432,25.260746,26.34412042,27.3085272,25.93984827,24.58249271,25.07442752,0,24.823406,24.98485097,25.38343089,24.26839923,24.78645537,0,24.05179724,25.67409533,26.22668797,25.35142638,25.21611516,25.21650369,0,24.5097545,26.21039063,25.81741063,25.33344513,0,23.67164078,24.67507282,26.24516729,26.13514126,26.26811362,27.00280524,26.05161512,23.4233742,23.52966031,23.72016523,23.98576086,24.33099484,25.73701659,0,22.92502043,24.41760868,25.80892955,>>DiffResult,24.16285596,22.55505494,20.06503334,26.34056851,21.78785307,6.275535171,0.508437961,0.541433367,0.61603748,0.943707926,0.985142046,0.976593867,0.884075312,0.796350243,0.980384243,0.921726962,0.999349889,0.589630865,NO
CLU-N86-H6N5S2F2,23.05034406,21.57843573,23.49806956,0,25.81764531,24.54046315,0,21.7855283,24.69988771,25.98343982,24.58919116,20.53124309,23.39564645,22.19952962,24.60525041,26.32653006,25.14392497,22.0468094,24.04189047,0,22.72034146,22.57635201,23.08155145,23.23748873,23.38414075,0,22.18493393,23.41601705,23.61870269,24.05385673,25.49865061,24.1847215,0,24.63831248,25.4140764,25.80421497,25.63086944,0,23.31943037,25.0336123,24.56099589,24.2299889,24.59872492,25.42241362,23.68347373,0,20.16884434,24.31328237,22.5753017,21.91929755,22.34106356,0,0,21.88218124,24.08295742,>>DiffResult,20.19169146,20.82733848,19.95238881,24.49911941,15.72829282,8.770826595,0.473203372,0.886630749,0.999994761,0.999484541,0.830556133,0.8724153,0.944584396,0.395989633,0.999742925,0.703570214,0.711734816,0.555954515,NO
CLU-N86-H6N5S2F3,23.59427863,21.00625595,22.86245583,22.88893854,25.45314999,23.72700968,0,24.39057684,24.02334919,25.78853493,24.94621111,20.70011316,25.22152855,23.63582486,24.74651196,25.97211153,24.59149005,22.34087485,24.94461739,20.59540298,25.38838263,22.44250472,23.78728171,23.99098554,23.35035804,22.55111067,0,24.1410262,24.77874111,23.33306812,23.94709401,23.07183785,19.95828515,24.10249617,25.43176446,29.37357886,24.10582993,0,23.5051699,24.62324253,23.53741059,24.22467014,22.16115372,25.14363348,22.56764819,0,0,0,20.30564681,21.84864346,21.40018755,20.71888672,0,22.09401001,24.48298558,>>DiffResult,22.5714618,21.37634587,21.81192989,23.52690323,13.08503601,10.44186721,0.023088975,0.993543348,0.998953026,0.999934643,0.087462223,0.999054599,0.984794396,0.099858558,0.99389414,0.016776926,0.116088504,0.058295921,NO
CLU-N86-H6N5S2F4,21.63822247,19.82055835,22.76776039,0,26.45747801,24.28652007,20.83093794,24.62761075,23.99820905,25.625733,24.45971447,22.65239504,23.96539314,23.39344463,22.19787527,24.09071868,23.23673282,22.17293473,22.32389976,20.19448633,23.50109493,0,24.79842312,25.22622245,23.81744058,20.53456253,0,24.52381128,22.71229667,23.76386564,23.78768149,22.94533436,0,23.75137643,23.75918132,25.35842453,23.89039239,20.95105332,24.02227042,23.32191423,25.24204863,25.10004634,25.08976271,24.43174961,0,23.43790235,21.22284453,20.84802215,22.35844974,22.55650744,22.73459417,21.08437322,0,21.94314388,22.42940944,>>DiffResult,21.93703125,18.88777172,21.17876285,19.97272146,19.86152469,3.049259525,0.861461047,0.998443469,0.999018622,0.961897968,0.995176342,0.98558084,0.998972491,0.999999883,0.840260293,0.955291942,0.998510344,0.877385393,NO
CLU-N86-H6N5S2F5,21.79991546,0,0,0,22.95198613,23.41548092,0,0,22.2810953,24.00660369,0,0,23.44116882,22.59773691,22.92379846,0,24.57708204,20.95172263,22.75489583,0,0,0,0,0,0,0,0,0,0,0,22.76895069,0,0,0,0,24.8495299,22.46224425,20.82364636,22.1003841,21.71756663,23.01776936,0,0,0,0,18.56601522,0,0,0,0,0,0,0,0,0,>>DiffResult,12.58507431,0,13.47223219,4.603553872,1.856601522,13.47223219,0.002012317,0.445386076,0.999240695,0.021734391,0.064840677,0.459850987,0.902716294,0.984342289,0.01100437,0.041835012,0.992327035,0.008843603,YES
CLU-N86-H6N5S3,24.86158066,25.70511762,23.03250194,21.66165619,25.82736982,24.33023167,22.78448562,25.14014323,24.2534005,24.8645469,25.70356269,23.40072834,25.49839562,24.68125672,25.44956304,26.60831765,22.07250992,21.42085862,24.34548251,0,23.94538314,23.47844769,22.57399809,0,23.68158638,20.92530921,22.8440812,24.13770018,25.02352297,22.68413683,23.40376156,22.39895889,0,22.43723697,24.20299414,24.73446954,23.04529333,21.38745264,22.99014773,23.36186285,24.82073122,24.16473917,23.59898851,24.49227676,24.47141473,22.60641132,23.44560357,23.39483958,23.03150999,0,25.55076952,22.00249954,0,23.76124247,23.42323726,>>DiffResult,23.08208546,20.92941657,20.79621777,24.30963008,18.72161132,5.588018751,0.481504217,0.890878293,0.916992995,0.999999242,0.96399013,0.996706254,0.90377973,0.598441189,0.932214954,0.503731959,0.955076428,0.563441872,NO
CLU-N86-H6N5S3F1,25.88539477,26.95630752,25.18894406,21.6827105,28.46459472,28.27206118,24.32449408,27.9527946,27.45911354,29.52785866,28.08650387,26.23416061,26.25458126,27.50202398,28.52263957,28.61866345,27.13195387,25.97436862,24.83185328,21.80244983,24.42231349,26.48362902,26.66593704,25.9138943,24.62433784,20.92664766,24.04324681,27.14115696,27.46835475,26.1384021,26.53555246,25.97636314,0,26.2589052,27.14859359,26.88235982,25.32629834,0,24.91806163,25.68039649,27.33047771,27.22817544,27.63940706,27.87502868,26.68376786,22.1195411,25.37474983,25.91629704,24.89036868,27.55242804,27.97592667,24.21357506,25.6590487,26.26940011,27.08318994,>>DiffResult,26.5336736,25.382792,20.87265307,27.35137135,25.70545252,6.478718281,0.053863029,0.139757769,0.038791223,0.270124733,0.208697262,0.997413066,0.950656687,0.973998042,0.975039461,0.992718589,0.999897654,0.10893751,NO
CLU-N86-H6N5S3F2,23.06904012,22.13940389,23.83910783,22.02048741,25.68826889,25.09044271,21.74445244,24.18697673,23.78910432,26.86659918,23.38483591,20.54769281,23.30718601,23.57139155,24.45154586,25.73304619,24.43844823,22.3403932,22.89685481,0,23.26082251,23.1753169,24.23177642,23.28138873,23.47329986,20.8252874,22.83682849,22.96570886,24.79721574,25.27793174,24.09841891,23.0314736,0,24.05587191,24.15523847,24.8273658,0,21.19330625,23.80479091,23.80059766,23.54838804,23.34543964,23.83988534,20.61755882,22.90140153,0,22.07911552,21.65458921,20.15131974,23.41756021,23.49040768,21.49372319,21.71326098,21.9067099,22.99143523,>>DiffResult,22.4552639,23.41255766,18.89670635,22.85053467,19.88981216,4.515851313,0.40987384,0.774998412,0.584114731,0.492393189,0.996443377,0.999939621,0.999829567,0.907605826,0.994622549,0.824720064,0.714506885,0.501195103,NO
CLU-N86-H6N5S3F3,20.80623874,23.00978385,23.13025865,21.40347164,24.36823969,23.734128,19.86950197,24.02060428,24.52230131,26.22318458,23.25230895,20.96798126,22.23820812,21.75412784,23.19325299,23.08148434,22.20194895,21.18032401,22.18263379,0,23.21830214,22.4693869,23.88291118,24.18499357,0,0,22.46648913,22.28851571,24.91433619,24.33143774,23.85912358,22.4680119,0,23.25894693,23.79165645,25.03981363,23.22388387,0,23.05973121,24.10962686,23.13323306,22.10415803,23.06070326,21.70037491,21.43008991,0,0,0,19.0917702,21.55784334,22.06482294,19.12128085,0,21.21982549,21.22739488,>>DiffResult,21.55699915,18.77563726,18.88107944,22.28571184,12.42829377,9.857418067,0.07172658,0.941092893,0.915660071,0.999999838,0.407185841,0.999767739,0.934583469,0.197768332,0.904156839,0.044529755,0.423981483,0.133092654,NO
CLU-N86-H6N5S3F4,0,22.71304777,23.45057955,0,25.36437096,23.6488335,0,21.65907836,24.0633566,25.17301179,24.06381434,21.55508087,22.87920826,22.83790755,21.83828378,22.85543887,23.73255014,0,22.88626605,0,0,0,22.89257624,24.10369796,20.9628945,21.07267137,0,21.59413329,24.78344327,24.26401664,0,0,0,22.34779029,22.09636472,25.37543791,21.11494951,0,0,25.35909118,21.65060711,20.28887641,24.08161343,0,0,0,0,0,21.68277787,0,0,20.4382303,0,0,0,>>DiffResult,17.43604142,15.96734333,11.62936336,13.20421939,4.212100817,13.2239406,0.039756864,0.998853182,0.637047787,0.895898527,0.543787631,0.933946708,0.989900685,0.553634404,0.996619833,0.021248404,0.122519934,0.087196574,NO
CLU-N86-H6N5S4F1,20.0447008,0,0,0,21.58944652,21.93423526,0,0,20.25640586,21.83349879,21.09442561,0,0,0,21.65623111,23.08945844,0,0,0,0,0,0,0,21.89293504,0,0,0,0,0,0,0,0,0,0,21.00617468,19.80051073,0,0,0,0,20.73025392,21.37232363,21.03335541,0,0,0,0,0,19.69453501,0,21.62299018,0,0,20.35202886,21.43236902,>>DiffResult,8.574920119,2.189293504,4.080668541,12.62718659,8.310192307,10.43789309,0.25206964,0.517331481,0.765690389,0.992780766,0.872731291,0.923140368,0.3158988,0.93005674,0.462079009,0.999994615,0.639755277,0.340658276,NO
CLU-N86-H6N6F5,22.43217869,21.37909095,23.295838,22.68324862,22.48336391,23.01028345,0,22.04833771,0,22.76674202,0,24.99947301,0,23.97186212,23.40053696,21.40252793,0,0,21.66469414,0,23.62675737,21.8910573,24.39261041,0,0,0,24.32770909,22.12701498,23.8237776,0,0,0,0,0,0,0,0,0,0,0,22.51599214,0,0,0,0,23.03101072,0,0,0,0,22.53415182,0,0,0,23.29365408,>>DiffResult,14.77690887,14.01889267,0,4.503198427,6.885881662,14.77690887,0.003642658,0.927337596,0.004102322,0.02685522,0.56044455,0.273379762,0.440396887,0.992857395,0.999685351,0.281336827,0.526245497,0.014025261,YES
CLU-N86-H6N6S3,0,0,0,0,0,0,24.08000995,0,0,0,20.87864322,0,22.01602368,22.07835116,0,23.43348053,0,0,0,0,0,22.11421602,20.1831773,0,0,0,0,23.52644741,23.86765078,23.06145872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.85289458,24.32332911,0,0,0,20.61649993,23.86070243,23.81468112,24.06510366,20.91274022,>>DiffResult,5.624325427,11.27529502,0,0,16.24459511,16.24459511,0.001356538,1,0.529453607,0.066823584,0.002540361,0.746560254,0.192375002,0.020068513,0.524811615,0.037517582,0.754936756,0.006719464,YES
CLU-N86-H7N5F3,0,0,0,0,23.31667063,0,21.39485717,0,0,0,0,21.18364535,0,0,20.65369503,0,0,0,0,0,0,0,22.9060044,22.02678526,0,0,0,0,0,0,0,20.21082038,21.85667497,0,0,0,22.20292379,0,0,0,22.88835094,24.6607476,24.8123864,0,22.50566754,0,0,0,21.38289856,0,0,20.0079362,0,0,0,>>DiffResult,4.327443409,4.493278965,6.427041914,18.9734305,4.139083476,14.83434702,0.040542603,0.122279703,0.977883925,0.990501087,0.982143524,0.024137474,0.052101394,0.044023607,0.999998986,0.999998313,0.999988161,0.088587483,NO
CLU-N86-H7N6F2,0,20.88647069,0,19.94082666,21.13042648,22.55347257,0,21.88774636,0,0,22.77389349,0,0,0,22.6355334,22.46712922,0,0,0,0,0,0,23.75803359,0,20.34565129,0,0,25.58906313,0,0,0,19.5590523,0,0,0,0,0,0,0,21.78408176,22.7655034,23.27632764,22.65702427,0,0,0,0,0,0,0,0,19.49177091,0,0,0,>>DiffResult,8.713774944,6.969274802,4.134313406,13.73977106,1.949177091,11.79059397,0.209413608,0.420676242,0.76715276,0.969794491,0.988471185,0.855802305,0.73691849,0.222384491,0.991528231,0.424810694,0.799188626,0.297453837,NO
CLU-N86-H7N6F3,0,21.99497869,19.72390259,0,24.50440552,0,0,21.68748335,0,0,0,0,0,0,22.19060363,24.11852314,0,0,0,0,0,0,24.59173939,0,0,0,0,22.85902613,0,0,0,0,0,0,0,0,0,0,0,21.67961141,24.57291214,26.1202746,23.11798156,24.74959268,0,0,0,0,0,0,0,0,0,0,0,>>DiffResult,6.710994845,4.745076551,2.167961141,19.71215219,0,19.71215219,0.002917485,0.006064646,0.678576213,0.965892896,0.981862935,0.038828753,0.026483942,0.001565826,0.978502304,0.303326985,0.753364968,0.011760482,YES
CLU-N86-H7N6F4,23.24108039,22.15773349,23.17770673,0,24.79946502,22.61426481,24.45187863,23.90798946,20.93759587,23.91623746,23.31289013,0,21.92026655,0,23.08410014,26.44428112,22.67036679,0,0,0,22.12503305,0,24.86432644,22.6254918,23.25248802,0,0,25.72936811,23.81087898,0,25.51268122,22.44680697,0,0,0,24.58101688,24.8227123,0,0,23.68348529,26.03767312,27.47635797,26.06352425,26.67579868,24.2192951,20.99350052,0,0,22.80970724,0,23.16525019,0,0,21.84796486,23.98554697,>>DiffResult,16.33179283,14.24075864,12.10467026,26.09452982,11.28019698,14.81433285,0.163141425,0.17759233,0.870399473,0.993204896,0.999837387,0.42994358,0.32603617,0.136127988,0.989173967,0.778884187,0.976860418,0.248323341,NO
CLU-N86-H7N6F5,23.71650683,24.25737912,24.04428849,24.5080325,27.46824178,25.36280195,24.24650149,26.18281152,21.16593331,26.0157148,0,0,0,21.96637501,24.89866191,26.31252991,25.79481925,22.89925813,0,0,24.30563468,24.40679902,25.6088969,25.65420858,21.51339845,0,24.17560678,25.51231602,24.86653239,23.29452869,25.26730933,22.19428129,24.00031479,23.71568793,0,26.61947532,25.50772107,23.21902908,25.55245462,24.9448704,27.62951161,27.86382813,27.53707252,27.6732691,26.72759254,22.90055368,23.78587246,0,24.06339,0,25.18005853,23.36323379,24.06881241,23.6234919,22.02082431,>>DiffResult,18.4419928,21.93379215,22.10211438,27.48625478,18.90062371,9.044261979,0.340999761,0.826719394,0.846192486,0.999999366,0.937848045,0.306632815,0.810163964,0.450790531,0.867072738,0.999938284,0.948452727,0.430949969,NO
CLU-N86-H7N6F6,24.81096834,24.26261463,23.89423278,24.54685234,25.48006131,25.85771888,23.37888095,25.04505019,20.05128046,25.93326255,25.27816215,0,24.83991437,24.8494086,25.98180391,23.81239433,25.7623392,21.60964327,24.7679836,0,26.03321356,24.31279483,25.90419589,22.97124501,24.06497176,0,22.89797533,22.25148674,25.76754521,24.9229212,25.04951793,24.84509622,22.50089722,23.52862977,25.39287832,25.91704086,24.29256658,0,23.67618668,22.44575258,24.87674075,25.47451797,24.45438775,25.14747588,24.39603215,22.73976065,24.93637139,0,22.86906793,24.79254046,25.52669873,22.14525962,0,23.74115246,25.55834898,>>DiffResult,22.00812859,21.91263495,21.76485662,24.8698309,19.23092002,5.63891088,0.770574926,0.952086762,0.999990746,0.99999929,0.952170597,0.950451493,0.959668571,0.693285904,0.99999978,0.893849058,0.941728545,0.800712968,NO
CLU-N86-H7N6S1F4,23.94366337,0,0,24.33705048,24.99343825,25.37637831,0,0,23.32670674,25.48792966,24.8241626,0,0,0,0,0,0,0,0,0,0,0,25.02702884,23.87145417,0,0,0,0,25.16546411,0,25.00760515,20.80064381,0,24.79584522,23.61129732,24.899469,24.82211338,0,0,21.27197735,24.60254193,0,22.89358389,0,0,0,0,0,23.97234432,0,0,0,0,0,24.84832962,>>DiffResult,8.61446647,7.406394711,16.52089512,9.499225164,4.882067394,11.63882773,0.251692196,0.80864455,0.41807341,0.419756368,0.188727049,0.999878769,0.997472347,0.951019507,0.998857358,0.922413285,0.988689432,0.340541872,NO
CLU-N86-H7N6S1F5,24.58577646,0,24.03507093,0,25.86514726,25.60260269,0,0,0,0,25.78099014,0,0,0,0,0,0,0,25.76256729,0,25.8951923,0,0,24.65306002,0,0,0,0,25.6865145,0,26.08078433,0,0,25.19124322,25.89779056,26.00464079,0,0,0,20.72872203,22.48240115,24.19968317,24.2815811,0,0,0,0,24.18053822,24.06024029,23.03814006,24.65538083,0,0,23.56229891,0,>>DiffResult,7.581607739,7.623476682,12.39031809,14.19273308,11.94965983,6.611125345,0.680742029,0.9988758,0.853925275,0.910406315,0.999990668,0.823193509,0.868856004,0.997354975,0.999999999,0.892218582,0.935378839,0.724636367,NO
CLU-N86-H7N6S2F5,22.56135146,0,20.32248982,0,25.38370172,23.18162009,0,20.93891392,22.76319991,24.26386812,23.01341764,0,0,0,0,21.76477431,0,0,23.81196218,0,0,0,0,20.95008299,0,0,0,0,0,0,25.01762801,0,0,25.60874816,23.44939536,23.55263942,19.46516038,0,0,20.81265268,22.71269282,0,21.5635993,0,0,0,20.44710615,0,0,0,0,0,0,0,22.24097066,>>DiffResult,11.40026496,2.095008299,13.7906224,8.855258424,4.268807681,11.6956141,0.071358046,0.913735624,0.977202881,0.115432613,0.278014188,0.988880173,0.772032735,0.93261336,0.173847925,0.422412668,0.990659357,0.132830502,NO
CLU-N86-H7N6S3F1,21.37737488,0,0,0,22.18293231,22.2776408,0,22.74012214,22.92242998,24.20787095,23.25428664,0,0,22.28553543,22.71176461,23.97806574,21.92660555,0,21.10319567,0,20.8081198,0,0,0,0,0,0,22.9760767,22.29175412,22.31312832,0,0,0,0,22.32826596,22.40564575,0,0,0,0,19.60671769,22.54499665,0,21.37015432,0,0,0,0,0,0,22.64841264,0,0,0,0,>>DiffResult,13.54839123,8.838907894,4.47339117,12.70437373,2.264841264,11.28354997,0.045597089,0.604526165,0.17960408,0.881399312,0.989397097,0.999840264,0.960538091,0.369417917,0.770290338,0.054512029,0.624349008,0.0965634,NO
CLU-N86-H7N6S4,0,0,22.71967969,21.96557356,23.99091176,23.71047172,0,23.97903375,23.29698637,24.11435133,24.72160824,21.86614234,24.1976202,23.49612983,0,25.1728504,20.60927446,21.25238888,0,0,20.4434999,19.91323803,21.27110328,0,0,0,0,22.77168919,21.91091062,20.02610582,21.01809255,0,0,21.92275736,22.69845946,22.26617458,0,0,0,21.46279457,21.53225683,23.45241454,21.70159805,0,0,0,20.64524913,0,21.40843988,22.44218909,21.04970952,0,0,21.16263887,22.86774918,>>DiffResult,16.25465113,12.63365468,10.93682785,13.33725388,12.95759757,5.317823273,0.774344716,0.994887954,0.736598711,0.997072804,0.994250726,0.984848517,0.999959532,0.999996553,0.918559951,0.940780627,0.99999589,0.803202283,NO
CLU-N86-H7N6S4F1,22.95179036,23.34461386,0,22.74243131,25.58029674,25.09493191,21.47005289,24.50241678,24.15796931,24.65508772,24.64587819,0,24.09862122,24.05243266,24.33068764,26.12225525,23.04800759,0,22.18338474,0,21.50022834,21.40983715,21.1089626,0,0,0,0,24.34437593,22.96364788,22.80385268,22.23480128,0,0,22.29834932,23.46506684,22.90160045,21.49783057,0,21.05735322,22.35649542,24.1458186,24.40269931,0,0,23.63056052,0,21.47895901,22.09996872,21.78490524,23.32297442,23.49940486,0,0,22.06899958,23.45993651,>>DiffResult,19.14904291,13.41309046,15.58114971,14.43581568,15.77151483,5.735952452,0.681864844,0.999679577,0.913437671,0.991464284,0.99999944,0.906598476,0.999795508,0.99941128,0.651513436,0.927988151,0.988262109,0.724636367,NO
CLU-N86-H7N8F1,20.66177844,22.03930663,0,0,0,0,0,0,0,0,0,0,21.59644974,0,0,0,22.51691922,0,17.7519575,0,21.28126675,0,21.42171351,0,21.72243696,21.15563384,21.64706698,0,21.29201342,23.51937536,0,22.48663745,0,0,24.81280437,22.77997789,22.23275944,0,0,0,0,0,0,0,0,21.84630369,24.58208582,21.39683873,22.64098319,23.04386249,23.01616508,0,22.33825452,0,23.96106222,>>DiffResult,5.228320576,15.20395068,9.231217915,0,18.28255557,18.28255557,0.00179684,0.42858239,0.827007523,0.651393133,0.248643813,0.820886072,0.048711154,0.010661456,0.07905048,0.009698711,0.954539329,0.008237279,YES
CLU-N86-H8N5F2,0,0,0,0,0,0,24.78406206,0,0,0,0,0,0,0,0,0,23.60070429,0,21.50013639,0,23.60964251,23.13371312,0,0,0,0,0,0,0,0,0,20.78584085,0,21.78673576,0,0,22.96004049,0,0,0,20.63659016,21.28549367,22.51060171,0,0,23.76523028,0,0,24.7863659,23.22407946,22.15890876,24.42692923,0,0,20.47670516,>>DiffResult,3.494245137,4.674335563,6.55326171,12.88653711,13.88382188,10.38957674,0.070001188,0.783219434,0.935095142,0.993578751,0.492202884,0.35402266,0.579038723,0.999757116,0.998150022,0.076386483,0.264829157,0.131140046,NO
CLU-N86-H8N7,26.75988418,27.85108665,24.18206921,27.55745285,27.98977412,27.79716016,25.97184306,27.80692867,26.29620639,28.72874707,27.87719979,21.9885788,27.56794807,27.8053188,28.34547476,27.84773824,28.73190523,25.36702933,26.6602085,0,27.96178371,27.00542428,28.42111442,23.61200598,27.59378333,24.86506618,27.26782084,26.5379026,28.01196017,27.29096404,27.9634873,25.93833682,25.69222188,27.82625289,29.05826135,28.88252157,28.34250701,24.1409598,26.73119972,27.46742661,28.02932439,28.51944188,28.29732208,27.99031185,25.74528,26.61907752,25.22760598,25.52192235,25.73964917,27.22255573,25.80552408,24.3282667,25.98921318,26.5875655,28.55173186,>>DiffResult,25.65662769,26.85678255,27.2043175,27.71633604,26.15931121,2.059708346,0.773580282,0.999322454,0.855598677,0.999673689,0.977026242,0.841482724,0.99487755,0.953489189,0.93722538,0.997544819,0.994998707,0.80312198,NO
CLU-N86-H8N7F1,25.04661213,22.74827162,20.97538346,21.33826821,0,25.57139921,0,20.8411442,24.47995894,0,26.01581732,0,21.70114636,25.98130879,26.05757816,0,26.0649754,24.77546448,21.30959964,0,25.33926732,25.09804041,25.15508251,21.17314061,25.61952844,0,25.01058708,24.22647669,21.92492787,25.30066592,21.79077467,21.4930607,0,22.63897769,26.75557389,22.18044396,25.85991109,0,0,24.78435634,21.58110515,20.45113372,0,0,0,0,0,0,0,0,0,0,0,0,21.40648244,>>DiffResult,16.6453464,21.88477168,16.55030983,8.406447773,2.140648244,19.74412344,0.000636976,0.58790533,0.999999919,0.764128658,0.020384925,0.48808315,0.124474875,0.790439371,0.670881114,0.004726812,0.000603076,0.003704602,YES
CLU-N86-H8N7F2,22.60090023,23.77358771,22.0207913,22.42736892,0,23.16316882,0,22.05322861,22.3401264,29.063823,23.97047379,0,23.36294051,22.82611824,23.58165271,22.2306804,0,0,22.64533479,0,23.47395495,22.65494503,22.82783302,22.28799915,23.44117836,0,22.69275154,21.76704303,23.20523686,22.68619651,23.1115583,27.90062493,0,23.70521758,0,23.4100025,23.15045789,0,0,22.01888667,22.50870093,21.55071003,20.99421551,0,0,0,22.40941076,0,0,0,0,0,0,0,0,>>DiffResult,16.30300977,20.50371384,14.32967479,13.0107253,2.240941076,18.26277277,0.003017743,0.999286688,0.987015815,0.659109474,0.076224924,0.966620846,0.666720188,0.315906656,0.823898388,0.007021265,0.001843614,0.012122824,YES
CLU-N86-H8N7F5,0,0,22.07392051,0,0,19.42289307,0,0,0,0,0,0,0,0,0,24.36230695,20.66919256,0,0,0,0,0,0,0,0,0,0,23.16027205,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12903588,24.01117072,23.33858806,0,0,0,0,0,0,0,0,0,0,0,>>DiffResult,4.326415654,2.316027205,0,14.29575893,0,14.29575893,0.006961579,0.00688796,0.550143359,0.953723758,1,0.064140326,0.033518306,0.00688796,0.95334516,0.550143359,0.953723758,0.022795758,YES
